,date,price,currency_name
272,2013-01-17,89.86199951171875,CAD
273,2013-01-18,91.08899688720703,CAD
274,2013-01-21,90.88099670410156,CAD
275,2013-01-22,90.22000122070312,CAD
276,2013-01-23,89.2300033569336,CAD
277,2013-01-24,88.55999755859375,CAD
278,2013-01-25,90.3270034790039,CAD
279,2013-01-28,90.45700073242188,CAD
280,2013-01-29,89.91699981689453,CAD
281,2013-01-30,90.66999816894531,CAD
282,2013-01-31,90.80000305175781,CAD
283,2013-02-01,91.99800109863281,CAD
284,2013-02-04,93.02999877929688,CAD
285,2013-02-05,92.33899688720703,CAD
286,2013-02-06,93.9800033569336,CAD
287,2013-02-07,93.80999755859375,CAD
288,2013-02-08,93.80999755859375,CAD
289,2013-02-11,92.1729965209961,CAD
290,2013-02-12,93.68000030517578,CAD
291,2013-02-13,93.12999725341797,CAD
292,2013-02-14,93.08999633789062,CAD
293,2013-02-15,92.83000183105469,CAD
294,2013-02-18,93.02999877929688,CAD
295,2013-02-19,92.6520004272461,CAD
296,2013-02-20,92.58999633789062,CAD
297,2013-02-21,92.05699920654297,CAD
298,2013-02-22,91.48999786376953,CAD
299,2013-02-25,92.12999725341797,CAD
300,2013-02-26,90.04000091552734,CAD
301,2013-02-27,89.77999877929688,CAD
302,2013-02-28,90.17400360107422,CAD
303,2013-03-01,89.80000305175781,CAD
304,2013-03-04,91.08000183105469,CAD
305,2013-03-05,90.95700073242188,CAD
306,2013-03-06,90.84200286865234,CAD
307,2013-03-07,90.94999694824219,CAD
308,2013-03-08,92.18000030517578,CAD
309,2013-03-11,93.49500274658203,CAD
310,2013-03-12,94.10199737548828,CAD
311,2013-03-13,93.36000061035156,CAD
312,2013-03-14,93.40299987792969,CAD
313,2013-03-15,93.88099670410156,CAD
314,2013-03-18,92.71099853515625,CAD
315,2013-03-19,93.24199676513672,CAD
316,2013-03-20,92.54299926757812,CAD
317,2013-03-21,93.54000091552734,CAD
318,2013-03-22,92.62999725341797,CAD
319,2013-03-25,92.75700378417969,CAD
320,2013-03-26,91.95999908447266,CAD
321,2013-03-27,93.04000091552734,CAD
322,2013-03-28,92.78500366210938,CAD
323,2013-03-29,92.6969985961914,CAD
324,2013-04-01,92.67400360107422,CAD
325,2013-04-02,91.62999725341797,CAD
326,2013-04-03,92.03500366210938,CAD
327,2013-04-04,91.55899810791016,CAD
328,2013-04-05,95.18000030517578,CAD
329,2013-04-08,97.08499908447266,CAD
330,2013-04-09,97.61000061035156,CAD
331,2013-04-10,97.36599731445312,CAD
332,2013-04-11,98.18000030517578,CAD
333,2013-04-12,98.60600280761719,CAD
334,2013-04-15,96.96199798583984,CAD
335,2013-04-16,94.58899688720703,CAD
336,2013-04-17,95.48999786376953,CAD
337,2013-04-18,95.48899841308594,CAD
338,2013-04-19,95.7229995727539,CAD
339,2013-04-22,97.25,CAD
340,2013-04-23,96.66999816894531,CAD
341,2013-04-24,97.03500366210938,CAD
342,2013-04-25,96.97200012207031,CAD
343,2013-04-26,97.33999633789062,CAD
344,2013-04-29,96.24500274658203,CAD
345,2013-04-30,96.697998046875,CAD
346,2013-05-01,96.5979995727539,CAD
347,2013-05-02,96.3949966430664,CAD
348,2013-05-03,96.87000274658203,CAD
349,2013-05-06,98.26899719238281,CAD
350,2013-05-07,98.6500015258789,CAD
351,2013-05-08,98.27200317382812,CAD
352,2013-05-09,98.5790023803711,CAD
